Date,State,Confirmed,Recovered,Deceased,Other,Tested
2020-06-23,Madhya Pradesh,3457,1480,211,0,307812
2020-06-23,Mizoram,1,1,0,0,9840
2020-06-23,Nagaland,0,0,0,0,11173
2020-06-23,Odisha,352,68,3,0,231356
2020-06-23,Punjab,1762,157,31,0,255380
2020-06-23,Puducherry,10,8,0,0,13435
2020-06-23,Rajasthan,3708,2162,106,0,726077
2020-06-23,Sikkim,0,0,0,0,9594
2020-06-23,Telangana,1163,751,30,0,63249
2020-06-23,Tamil Nadu,6535,1824,44,0,944352
2020-06-23,Tripura,135,2,0,0,56901
2020-06-23,India,62865,19301,2102,4,7352911
2020-06-23,Uttar Pradesh,3373,1499,74,0,588186
2020-06-23,Uttarakhand,67,46,1,0,58338
2020-06-23,West Bengal,1786,372,171,0,420277
2020-06-24,Andaman and Nicobar Islands,33,33,0,0,13994
2020-06-24,Andhra Pradesh,1930,887,44,0,750234
2020-06-24,Arunachal Pradesh,1,1,0,0,20938
2020-06-24,Assam,62,35,2,0,336091
2020-06-24,Bihar,611,318,5,0,175103
2020-06-24,Chandigarh,169,24,2,0,6981
2020-06-24,Chhattisgarh,59,43,0,0,137400
2020-06-24,Delhi,6542,2020,68,0,420707
2020-06-24,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,29403
2020-06-24,Goa,7,7,0,0,56925
2020-06-24,Gujarat,7797,2091,472,0,340080
2020-06-24,Himachal Pradesh,52,35,3,3,68899
2020-06-24,Haryana,675,290,9,0,231673
2020-06-24,Jharkhand,156,78,3,0,128214
2020-06-24,Jammu and Kashmir,836,368,9,0,326430
2020-06-24,Karnataka,794,386,30,1,539247
2020-06-24,Kerala,506,485,4,0,197567
2020-06-24,Ladakh,42,18,0,0,13313
2020-06-24,Maharashtra,20228,3800,779,0,826139
2020-06-24,Meghalaya,13,10,1,0,17115
2020-06-24,Manipur,2,2,0,0,43477
2020-06-24,Madhya Pradesh,3457,1480,211,0,314978
2020-06-24,Mizoram,1,1,0,0,10486
2020-06-24,Nagaland,0,0,0,0,11867
2020-06-24,Odisha,352,68,3,0,235627
2020-06-24,Punjab,1762,157,31,0,260857
2020-06-24,Puducherry,10,8,0,0,13861
2020-06-24,Rajasthan,3708,2162,106,0,740855
2020-06-24,Sikkim,0,0,0,0,9849
2020-06-24,Telangana,1163,751,30,0,67318
2020-06-24,Tamil Nadu,6535,1824,44,0,976431
2020-06-24,Tripura,135,2,0,0,57753
2020-06-24,India,62865,19301,2102,4,7560782
2020-06-24,Uttar Pradesh,3373,1499,74,0,603390
2020-06-24,Uttarakhand,67,46,1,0,59616
2020-06-24,West Bengal,1786,372,171,0,429766
2020-06-25,Andaman and Nicobar Islands,33,33,0,0,14277
2020-06-25,Andhra Pradesh,1930,887,44,0,769319
2020-06-25,Arunachal Pradesh,1,1,0,0,21274
2020-06-25,Assam,62,35,2,0,351753
2020-06-25,Bihar,611,318,5,0,181737
2020-06-25,Chandigarh,169,24,2,0,7072
2020-06-25,Chhattisgarh,59,43,0,0,142090
2020-06-25,Delhi,6542,2020,68,0,438012
2020-06-25,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,30188
2020-06-25,Goa,7,7,0,0,58584
2020-06-25,Gujarat,7797,2091,472,0,345278
2020-06-25,Himachal Pradesh,52,35,3,3,71078
2020-06-25,Haryana,675,290,9,0,236898
2020-06-25,Jharkhand,156,78,3,0,131169
2020-06-25,Jammu and Kashmir,836,368,9,0,332445
2020-06-25,Karnataka,794,386,30,1,553325
2020-06-25,Kerala,506,485,4,0,203574
2020-06-25,Ladakh,42,18,0,0,13521
2020-06-25,Maharashtra,20228,3800,779,0,850410
2020-06-25,Meghalaya,13,10,1,0,17591
2020-06-25,Manipur,2,2,0,0,45253
2020-06-25,Madhya Pradesh,3457,1480,211,0,321595
2020-06-25,Mizoram,1,1,0,0,11672
2020-06-25,Nagaland,0,0,0,0,12546
2020-06-25,Odisha,352,68,3,0,239815
2020-06-25,Punjab,1762,157,31,0,269037
2020-06-25,Puducherry,10,8,0,0,14267
2020-06-25,Rajasthan,3708,2162,106,0,757137
2020-06-25,Sikkim,0,0,0,0,10025
2020-06-25,Telangana,1163,751,30,0,70934
2020-06-25,Tamil Nadu,6535,1824,44,0,1008974
2020-06-25,Tripura,135,2,0,0,59025
2020-06-25,India,62865,19301,2102,4,7776228
2020-06-25,Uttar Pradesh,3373,1499,74,0,620954
2020-06-25,Uttarakhand,67,46,1,0,61165
2020-06-25,West Bengal,1786,372,171,0,439258
2020-06-26,Andaman and Nicobar Islands,33,33,0,0,14583
2020-06-26,Andhra Pradesh,1930,887,44,0,791624
2020-06-26,Arunachal Pradesh,1,1,0,0,21890
2020-06-26,Assam,62,35,2,0,362713
2020-06-26,Bihar,611,318,5,0,189643
2020-06-26,Chandigarh,169,24,2,0,7201
2020-06-26,Chhattisgarh,59,43,0,0,144828
2020-06-26,Delhi,6542,2020,68,0,459156
2020-06-26,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,30602
2020-06-26,Goa,7,7,0,0,60350
2020-06-26,Gujarat,7797,2091,472,0,351179
2020-06-26,Himachal Pradesh,52,35,3,3,72688
2020-06-26,Haryana,675,290,9,0,241941
2020-06-26,Jharkhand,156,78,3,0,133082
2020-06-26,Jammu and Kashmir,836,368,9,0,338903
2020-06-26,Karnataka,794,386,30,1,568058
2020-06-26,Kerala,506,485,4,0,209456
2020-06-26,Ladakh,42,18,0,0,13636
2020-06-26,Maharashtra,20228,3800,779,0,873570
2020-06-26,Meghalaya,13,10,1,0,18103
2020-06-26,Manipur,2,2,0,0,45253
2020-06-26,Madhya Pradesh,3457,1480,211,0,329079
2020-06-26,Mizoram,1,1,0,0,12753
2020-06-26,Nagaland,0,0,0,0,13085
2020-06-26,Odisha,352,68,3,0,244588
2020-06-26,Punjab,1762,157,31,0,276919
2020-06-26,Puducherry,10,8,0,0,14689
2020-06-26,Rajasthan,3708,2162,106,0,770174
2020-06-26,Sikkim,0,0,0,0,10212
2020-06-26,Telangana,1163,751,30,0,75308
2020-06-26,Tamil Nadu,6535,1824,44,0,1042649
2020-06-26,Tripura,135,2,0,0,60199
2020-06-26,India,62865,19301,2102,4,7996707
2020-06-26,Uttar Pradesh,3373,1499,74,0,642833
2020-06-26,Uttarakhand,67,46,1,0,62500
2020-06-26,West Bengal,1786,372,171,0,448795
2020-06-27,Andaman and Nicobar Islands,33,33,0,0,14851
2020-06-27,Andhra Pradesh,1930,887,44,0,816082
2020-06-27,Arunachal Pradesh,1,1,0,0,22623
2020-06-27,Assam,62,35,2,0,374519
2020-06-27,Bihar,611,318,5,0,198385
2020-06-27,Chandigarh,169,24,2,0,7342
2020-06-27,Chhattisgarh,59,43,0,0,152874
2020-06-27,Delhi,6542,2020,68,0,478336
2020-06-27,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,31015
2020-06-27,Goa,7,7,0,0,61687
2020-06-27,Gujarat,7797,2091,472,0,357148
2020-06-27,Himachal Pradesh,52,35,3,3,74764
2020-06-27,Haryana,675,290,9,0,247139
2020-06-27,Jharkhand,156,78,3,0,135276
2020-06-27,Jammu and Kashmir,836,368,9,0,345426
2020-06-27,Karnataka,794,386,30,1,581635
2020-06-27,Kerala,506,485,4,0,215243
2020-06-27,Ladakh,42,18,0,0,13717
2020-06-27,Maharashtra,20228,3800,779,0,900423
2020-06-27,Meghalaya,13,10,1,0,18288
2020-06-27,Manipur,2,2,0,0,48220
2020-06-27,Madhya Pradesh,3457,1480,211,0,337041
2020-06-27,Mizoram,1,1,0,0,12846
2020-06-27,Nagaland,0,0,0,0,14217
2020-06-27,Odisha,352,68,3,0,249902
2020-06-27,Punjab,1762,157,31,0,284431
2020-06-27,Puducherry,10,8,0,0,15225
2020-06-27,Rajasthan,3708,2162,106,0,784803
2020-06-27,Sikkim,0,0,0,0,10219
2020-06-27,Telangana,1163,751,30,0,79231
2020-06-27,Tamil Nadu,6535,1824,44,0,1077454
2020-06-27,Tripura,135,2,0,0,61194
2020-06-27,India,62865,19301,2102,4,8227802
2020-06-27,Uttar Pradesh,3373,1499,74,0,663096
2020-06-27,Uttarakhand,67,46,1,0,63960
2020-06-27,West Bengal,1786,372,171,0,458343
2020-06-28,Andaman and Nicobar Islands,33,33,0,0,15094
2020-06-28,Andhra Pradesh,1930,887,44,0,841860
2020-06-28,Arunachal Pradesh,1,1,0,0,23011
2020-06-28,Assam,62,35,2,0,385299
2020-06-28,Bihar,611,318,5,0,205832
2020-06-28,Chandigarh,169,24,2,0,7455
2020-06-28,Chhattisgarh,59,43,0,0,154526
2020-06-28,Delhi,6542,2020,68,0,498416
2020-06-28,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,31321
2020-06-28,Goa,7,7,0,0,62945
2020-06-28,Gujarat,7797,2091,472,0,363306
2020-06-28,Himachal Pradesh,52,35,3,3,76556
2020-06-28,Haryana,675,290,9,0,252356
2020-06-28,Jharkhand,156,78,3,0,137438
2020-06-28,Jammu and Kashmir,836,368,9,0,351865
2020-06-28,Karnataka,794,386,30,1,595470
2020-06-28,Kerala,506,485,4,0,220821
2020-06-28,Ladakh,42,18,0,0,13717
2020-06-28,Maharashtra,20228,3800,779,0,926934
2020-06-28,Meghalaya,13,10,1,0,18441
2020-06-28,Manipur,2,2,0,0,48220
2020-06-28,Madhya Pradesh,3457,1480,211,0,344836
2020-06-28,Mizoram,1,1,0,0,13012
2020-06-28,Nagaland,0,0,0,0,15240
2020-06-28,Odisha,352,68,3,0,255809
2020-06-28,Punjab,1762,157,31,0,289923
2020-06-28,Puducherry,10,8,0,0,15892
2020-06-28,Rajasthan,3708,2162,106,0,800214
2020-06-28,Sikkim,0,0,0,0,10364
2020-06-28,Telangana,1163,751,30,0,82458
2020-06-28,Tamil Nadu,6535,1824,44,0,1110402
2020-06-28,Tripura,135,2,0,0,62278
2020-06-28,India,62865,19301,2102,4,8398362
2020-06-28,Uttar Pradesh,3373,1499,74,0,684296
2020-06-28,Uttarakhand,67,46,1,0,64984
2020-06-28,West Bengal,1786,372,171,0,468906
2020-06-29,Andaman and Nicobar Islands,33,33,0,0,15410
2020-06-29,Andhra Pradesh,1930,887,44,0,872076
2020-06-29,Arunachal Pradesh,1,1,0,0,23709
2020-06-29,Assam,62,35,2,0,399393
2020-06-29,Bihar,611,318,5,0,212659
2020-06-29,Chandigarh,169,24,2,0,7548
2020-06-29,Chhattisgarh,59,43,0,0,156386
2020-06-29,Delhi,6542,2020,68,0,514573
2020-06-29,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,31602
2020-06-29,Goa,7,7,0,0,64375
2020-06-29,Gujarat,7797,2091,472,0,367739
2020-06-29,Himachal Pradesh,52,35,3,3,77384
2020-06-29,Haryana,675,290,9,0,260341
2020-06-29,Jharkhand,156,78,3,0,139907
2020-06-29,Jammu and Kashmir,836,368,9,0,358530
2020-06-29,Karnataka,794,386,30,1,605159
2020-06-29,Kerala,506,485,4,0,224737
2020-06-29,Ladakh,42,18,0,0,13886
2020-06-29,Maharashtra,20228,3800,779,0,946518
2020-06-29,Meghalaya,13,10,1,0,18707
2020-06-29,Manipur,2,2,0,0,49882
2020-06-29,Madhya Pradesh,3457,1480,211,0,353612
2020-06-29,Mizoram,1,1,0,0,13072
2020-06-29,Nagaland,0,0,0,0,15905
2020-06-29,Odisha,352,68,3,0,260428
2020-06-29,Punjab,1762,157,31,0,294448
2020-06-29,Puducherry,10,8,0,0,16479
2020-06-29,Rajasthan,3708,2162,106,0,809777
2020-06-29,Sikkim,0,0,0,0,10440
2020-06-29,Telangana,1163,751,30,0,85106
2020-06-29,Tamil Nadu,6535,1824,44,0,1140441
2020-06-29,Tripura,135,2,0,0,63364
2020-06-29,India,62865,19301,2102,4,8608654
2020-06-29,Uttar Pradesh,3373,1499,74,0,707839
2020-06-29,Uttarakhand,67,46,1,0,66396
2020-06-29,West Bengal,1786,372,171,0,478419
2020-06-30,Andaman and Nicobar Islands,33,33,0,0,15709
2020-06-30,Andhra Pradesh,1930,887,44,0,890190
2020-06-30,Arunachal Pradesh,1,1,0,0,24237
2020-06-30,Assam,62,35,2,0,412214
2020-06-30,Bihar,611,318,5,0,220890
2020-06-30,Chandigarh,169,24,2,0,7689
2020-06-30,Chhattisgarh,59,43,0,0,160650
2020-06-30,Delhi,6542,2020,68,0,531752
2020-06-30,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,32031
2020-06-30,Goa,7,7,0,0,66491
2020-06-30,Gujarat,7797,2091,472,0,373613
2020-06-30,Himachal Pradesh,52,35,3,3,79499
2020-06-30,Haryana,675,290,9,0,264203
2020-06-30,Jharkhand,156,78,3,0,142641
2020-06-30,Jammu and Kashmir,836,368,9,0,365058
2020-06-30,Karnataka,794,386,30,1,620747
2020-06-30,Kerala,506,485,4,0,231570
2020-06-30,Ladakh,42,18,0,0,13886
2020-06-30,Maharashtra,20228,3800,779,0,970161
2020-06-30,Meghalaya,13,10,1,0,19294
2020-06-30,Manipur,2,2,0,0,49882
2020-06-30,Madhya Pradesh,3457,1480,211,0,365467
2020-06-30,Mizoram,1,1,0,0,13746
2020-06-30,Nagaland,0,0,0,0,16563
2020-06-30,Odisha,352,68,3,0,265431
2020-06-30,Punjab,1762,157,31,0,301830
2020-06-30,Puducherry,10,8,0,0,17281
2020-06-30,Rajasthan,3708,2162,106,0,824213
2020-06-30,Sikkim,0,0,0,0,10535
2020-06-30,Telangana,1163,751,30,0,88563
2020-06-30,Tamil Nadu,6535,1824,44,0,1170683
2020-06-30,Tripura,135,2,0,0,64478
2020-06-30,India,62865,19301,2102,4,8826585
2020-06-30,Uttar Pradesh,3373,1499,74,0,727793
2020-06-30,Uttarakhand,67,46,1,0,69024
2020-06-30,West Bengal,1786,372,171,0,488038
2020-07-01,Andaman and Nicobar Islands,33,33,0,0,15982
2020-07-01,Andhra Pradesh,1930,887,44,0,918429
2020-07-01,Arunachal Pradesh,1,1,0,0,24856
2020-07-01,Assam,62,35,2,0,419878
2020-07-01,Bihar,611,318,5,0,228689
2020-07-01,Chandigarh,169,24,2,0,7792
2020-07-01,Chhattisgarh,59,43,0,0,163662
2020-07-01,Delhi,6542,2020,68,0,551708
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,32435
2020-07-01,Goa,7,7,0,0,67822
2020-07-01,Gujarat,7797,2091,472,0,380640
2020-07-01,Himachal Pradesh,52,35,3,3,81516
2020-07-01,Haryana,675,290,9,0,269726
2020-07-01,Jharkhand,156,78,3,0,145692
2020-07-01,Jammu and Kashmir,836,368,9,0,371486
2020-07-01,Karnataka,794,386,30,1,637417
2020-07-01,Kerala,506,485,4,0,239017
2020-07-01,Ladakh,42,18,0,0,14076
2020-07-01,Maharashtra,20228,3800,779,0,995343
2020-07-01,Meghalaya,13,10,1,0,19494
2020-07-01,Manipur,2,2,0,0,49882
2020-07-01,Madhya Pradesh,3457,1480,211,0,372811
2020-07-01,Mizoram,1,1,0,0,13886
2020-07-01,Nagaland,0,0,0,0,17177
2020-07-01,Odisha,352,68,3,0,270678
2020-07-01,Punjab,1762,157,31,0,308998
2020-07-01,Puducherry,10,8,0,0,18092
2020-07-01,Rajasthan,3708,2162,106,0,839370
2020-07-01,Sikkim,0,0,0,0,10723
2020-07-01,Telangana,1163,751,30,0,92797
2020-07-01,Tamil Nadu,6535,1824,44,0,1202204
2020-07-01,Tripura,135,2,0,0,65549
2020-07-01,India,62865,19301,2102,4,9056173
2020-07-01,Uttar Pradesh,3373,1499,74,0,758915
2020-07-01,Uttarakhand,67,46,1,0,70032
2020-07-01,West Bengal,1786,372,171,0,497596
2020-07-02,Andaman and Nicobar Islands,33,33,0,0,16278
2020-07-02,Andhra Pradesh,1930,887,44,0,932713
2020-07-02,Arunachal Pradesh,1,1,0,0,25440
2020-07-02,Assam,62,35,2,0,428866
2020-07-02,Bihar,611,318,5,0,235980
2020-07-02,Chandigarh,169,24,2,0,7938
2020-07-02,Chhattisgarh,59,43,0,0,166656
2020-07-02,Delhi,6542,2020,68,0,572530
2020-07-02,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,32834
2020-07-02,Goa,7,7,0,0,70738
2020-07-02,Gujarat,7797,2091,472,0,388065
2020-07-02,Himachal Pradesh,52,35,3,3,83553
2020-07-02,Haryana,675,290,9,0,277031
2020-07-02,Jharkhand,156,78,3,0,148738
2020-07-02,Jammu and Kashmir,836,368,9,0,377961
2020-07-02,Karnataka,794,386,30,1,653627
2020-07-02,Kerala,506,485,4,0,246799
2020-07-02,Ladakh,42,18,0,0,14272
2020-07-02,Maharashtra,20228,3800,779,0,1023296
2020-07-02,Meghalaya,13,10,1,0,19732
2020-07-02,Manipur,2,2,0,0,53030
2020-07-02,Madhya Pradesh,3457,1480,211,0,380655
2020-07-02,Mizoram,1,1,0,0,13931
2020-07-02,Nagaland,0,0,0,0,17887
2020-07-02,Odisha,352,68,3,0,274672
2020-07-02,Punjab,1762,157,31,0,317802
2020-07-02,Puducherry,10,8,0,0,18791
2020-07-02,Rajasthan,3708,2162,106,0,854274
2020-07-02,Sikkim,0,0,0,0,10900
2020-07-02,Telangana,1163,751,30,0,98153
2020-07-02,Tamil Nadu,6535,1824,44,0,1235692
2020-07-02,Tripura,135,2,0,0,67255
2020-07-02,India,62865,19301,2102,4,9297749
2020-07-02,Uttar Pradesh,3373,1499,74,0,781584
2020-07-02,Uttarakhand,67,46,1,0,72104
2020-07-02,West Bengal,1786,372,171,0,508001
2020-07-03,Andaman and Nicobar Islands,33,33,0,0,16626
2020-07-03,Andhra Pradesh,1930,887,44,0,971611
2020-07-03,Arunachal Pradesh,1,1,0,0,25917
2020-07-03,Assam,62,35,2,0,438882
2020-07-03,Bihar,611,318,5,0,243167
2020-07-03,Chandigarh,169,24,2,0,8074
2020-07-03,Chhattisgarh,59,43,0,0,177554
2020-07-03,Delhi,6542,2020,68,0,596695
2020-07-03,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,33618
2020-07-03,Goa,7,7,0,0,72691
2020-07-03,Gujarat,7797,2091,472,0,395873
2020-07-03,Himachal Pradesh,52,35,3,3,85116
2020-07-03,Haryana,675,290,9,0,288478
2020-07-03,Jharkhand,156,78,3,0,151699
2020-07-03,Jammu and Kashmir,836,368,9,0,385501
2020-07-03,Karnataka,794,386,30,1,671934
2020-07-03,Kerala,506,485,4,0,253011
2020-07-03,Ladakh,42,18,0,0,14361
2020-07-03,Maharashtra,20228,3800,779,0,1052643
2020-07-03,Meghalaya,13,10,1,0,20329
2020-07-03,Manipur,2,2,0,0,53608
2020-07-03,Madhya Pradesh,3457,1480,211,0,389180
2020-07-03,Mizoram,1,1,0,0,14370
2020-07-03,Nagaland,0,0,0,0,18635
2020-07-03,Odisha,352,68,3,0,281523
2020-07-03,Punjab,1762,157,31,0,324054
2020-07-03,Puducherry,10,8,0,0,19560
2020-07-03,Rajasthan,3708,2162,106,0,869602
2020-07-03,Sikkim,0,0,0,0,11072
2020-07-03,Telangana,1163,751,30,0,104118
2020-07-03,Tamil Nadu,6535,1824,44,0,1270720
2020-07-03,Tripura,135,2,0,0,68634
2020-07-03,India,62865,19301,2102,4,9540132
2020-07-03,Uttar Pradesh,3373,1499,74,0,810991
2020-07-03,Uttarakhand,67,46,1,0,73738
2020-07-03,West Bengal,1786,372,171,0,519054
2020-07-04,Andaman and Nicobar Islands,33,33,0,0,16832
2020-07-04,Andhra Pradesh,1930,887,44,0,996573
2020-07-04,Arunachal Pradesh,1,1,0,0,26569
2020-07-04,Assam,62,35,2,0,449629
2020-07-04,Bihar,611,318,5,0,251097
2020-07-04,Chandigarh,169,24,2,0,8209
2020-07-04,Chhattisgarh,59,43,0,0,179782
2020-07-04,Delhi,6542,2020,68,0,620368
2020-07-04,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,33995
2020-07-04,Goa,7,7,0,0,74314
2020-07-04,Gujarat,7797,2091,472,0,404354
2020-07-04,Himachal Pradesh,52,35,3,3,87019
2020-07-04,Haryana,675,290,9,0,298094
2020-07-04,Jharkhand,156,78,3,0,154618
2020-07-04,Jammu and Kashmir,836,368,9,0,392919
2020-07-04,Karnataka,794,386,30,1,689526
2020-07-04,Kerala,506,485,4,0,260011
2020-07-04,Ladakh,42,18,0,0,14537
2020-07-04,Maharashtra,20228,3800,779,0,1085160
2020-07-04,Meghalaya,13,10,1,0,20744
2020-07-04,Manipur,2,2,0,0,54483
2020-07-04,Madhya Pradesh,3457,1480,211,0,398329
2020-07-04,Mizoram,1,1,0,0,14509
2020-07-04,Nagaland,0,0,0,0,19263
2020-07-04,Odisha,352,68,3,0,287090
2020-07-04,Punjab,1762,157,31,0,331585
2020-07-04,Puducherry,10,8,0,0,20186
2020-07-04,Rajasthan,3708,2162,106,0,889355
2020-07-04,Sikkim,0,0,0,0,11242
2020-07-04,Telangana,1163,751,30,0,110545
2020-07-04,Tamil Nadu,6535,1824,44,0,1306884
2020-07-04,Tripura,135,2,0,0,69891
2020-07-04,India,62865,19301,2102,4,9789066
2020-07-04,Uttar Pradesh,3373,1499,74,0,834991
2020-07-04,Uttarakhand,67,46,1,0,76878
2020-07-04,West Bengal,1786,372,171,0,530072
2020-07-05,Andaman and Nicobar Islands,33,33,0,0,16909
2020-07-05,Andhra Pradesh,1930,887,44,0,1017140
2020-07-05,Arunachal Pradesh,1,1,0,0,26808
2020-07-05,Assam,62,35,2,0,459143
2020-07-05,Bihar,611,318,5,0,257896
2020-07-05,Chandigarh,169,24,2,0,8419
2020-07-05,Chhattisgarh,59,43,0,0,182636
2020-07-05,Delhi,6542,2020,68,0,643504
2020-07-05,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,34179
2020-07-05,Goa,7,7,0,0,75791
2020-07-05,Gujarat,7797,2091,472,0,412124
2020-07-05,Himachal Pradesh,52,35,3,3,88459
2020-07-05,Haryana,675,290,9,0,307159
2020-07-05,Jharkhand,156,78,3,0,156778
2020-07-05,Jammu and Kashmir,836,368,9,0,399385
2020-07-05,Karnataka,794,386,30,1,706425
2020-07-05,Kerala,506,485,4,0,268218
2020-07-05,Ladakh,42,18,0,0,14537
2020-07-05,Maharashtra,20228,3800,779,0,1116112
2020-07-05,Meghalaya,13,10,1,0,20950
2020-07-05,Manipur,2,2,0,0,54483
2020-07-05,Madhya Pradesh,3457,1480,211,0,407882
2020-07-05,Mizoram,1,1,0,0,14981
2020-07-05,Nagaland,0,0,0,0,19867
2020-07-05,Odisha,352,68,3,0,292407
2020-07-05,Punjab,1762,157,31,0,337789
2020-07-05,Puducherry,10,8,0,0,20778
2020-07-05,Rajasthan,3708,2162,106,0,909132
2020-07-05,Sikkim,0,0,0,0,11387
2020-07-05,Telangana,1163,751,30,0,115835
2020-07-05,Tamil Nadu,6535,1824,44,0,1341715
2020-07-05,Tripura,135,2,0,0,71338
2020-07-05,India,62865,19301,2102,4,9969662
2020-07-05,Uttar Pradesh,3373,1499,74,0,887997
2020-07-05,Uttarakhand,67,46,1,0,78306
2020-07-05,West Bengal,1786,372,171,0,541088
2020-07-06,Andaman and Nicobar Islands,33,33,0,0,17095
2020-07-06,Andhra Pradesh,1930,887,44,0,1033852
2020-07-06,Arunachal Pradesh,1,1,0,0,27645
2020-07-06,Assam,62,35,2,0,471221
2020-07-06,Bihar,611,318,5,0,264109
2020-07-06,Chandigarh,169,24,2,0,8528
2020-07-06,Chhattisgarh,59,43,0,0,185399
2020-07-06,Delhi,6542,2020,68,0,657383
2020-07-06,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,34444
2020-07-06,Goa,7,7,0,0,77033
2020-07-06,Gujarat,7797,2091,472,0,418464
2020-07-06,Himachal Pradesh,52,35,3,3,89305
2020-07-06,Haryana,675,290,9,0,315853
2020-07-06,Jharkhand,156,78,3,0,159176
2020-07-06,Jammu and Kashmir,836,368,9,0,406212
2020-07-06,Karnataka,794,386,30,1,722305
2020-07-06,Kerala,506,485,4,0,275823
2020-07-06,Ladakh,42,18,0,0,14537
2020-07-06,Maharashtra,20228,3800,779,0,1138706
2020-07-06,Meghalaya,13,10,1,0,21502
2020-07-06,Manipur,2,2,0,0,56584
2020-07-06,Madhya Pradesh,3457,1480,211,0,417402
2020-07-06,Mizoram,1,1,0,0,15006
2020-07-06,Nagaland,0,0,0,0,20484
2020-07-06,Odisha,352,68,3,0,297234
2020-07-06,Punjab,1762,157,31,0,342524
2020-07-06,Puducherry,10,8,0,0,21382
2020-07-06,Rajasthan,3708,2162,106,0,920600
2020-07-06,Sikkim,0,0,0,0,11407
2020-07-06,Telangana,1163,751,30,0,122218
2020-07-06,Tamil Nadu,6535,1824,44,0,1376497
2020-07-06,Tripura,135,2,0,0,73058
2020-07-06,India,62865,19301,2102,4,10211092
2020-07-06,Uttar Pradesh,3373,1499,74,0,917114
2020-07-06,Uttarakhand,67,46,1,0,79605
2020-07-06,West Bengal,1786,372,171,0,552007
2020-07-07,Andaman and Nicobar Islands,33,33,0,0,17381
2020-07-07,Andhra Pradesh,1930,887,44,0,1050090
2020-07-07,Arunachal Pradesh,1,1,0,0,28072
2020-07-07,Assam,62,35,2,0,485156
2020-07-07,Bihar,611,318,5,0,269277
2020-07-07,Chandigarh,169,24,2,0,8669
2020-07-07,Chhattisgarh,59,43,0,0,189038
2020-07-07,Delhi,6542,2020,68,0,679831
2020-07-07,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,34761
2020-07-07,Goa,7,7,0,0,79864
2020-07-07,Gujarat,7797,2091,472,0,425830
2020-07-07,Himachal Pradesh,52,35,3,3,91175
2020-07-07,Haryana,675,290,9,0,323491
2020-07-07,Jharkhand,156,78,3,0,161564
2020-07-07,Jammu and Kashmir,836,368,9,0,413358
2020-07-07,Karnataka,794,386,30,1,740047
2020-07-07,Kerala,506,485,4,0,285968
2020-07-07,Ladakh,42,18,0,0,14833
2020-07-07,Maharashtra,20228,3800,779,0,1164860
2020-07-07,Meghalaya,13,10,1,0,21847
2020-07-07,Manipur,2,2,0,0,57769
2020-07-07,Madhya Pradesh,3457,1480,211,0,427143
2020-07-07,Mizoram,1,1,0,0,15058
2020-07-07,Nagaland,0,0,0,0,21209
2020-07-07,Odisha,352,68,3,0,302780
2020-07-07,Punjab,1762,157,31,0,352363
2020-07-07,Puducherry,10,8,0,0,22055
2020-07-07,Rajasthan,3708,2162,106,0,940758
2020-07-07,Sikkim,0,0,0,0,11581
2020-07-07,Telangana,1163,751,30,0,128438
2020-07-07,Tamil Nadu,6535,1824,44,0,1413435
2020-07-07,Tripura,135,2,0,0,74230
2020-07-07,India,62865,19301,2102,4,10473771
2020-07-07,Uttar Pradesh,3373,1499,74,0,947453
2020-07-07,Uttarakhand,67,46,1,0,81447
2020-07-07,West Bengal,1786,372,171,0,562137
2020-07-08,Andaman and Nicobar Islands,33,33,0,0,17643
2020-07-08,Andhra Pradesh,1930,887,44,0,1077733
2020-07-08,Arunachal Pradesh,1,1,0,0,28581
2020-07-08,Assam,62,35,2,0,485156
2020-07-08,Bihar,611,318,5,0,275554
2020-07-08,Chandigarh,169,24,2,0,8833
2020-07-08,Chhattisgarh,59,43,0,0,191938
2020-07-08,Delhi,6542,2020,68,0,701859
2020-07-08,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,35234
2020-07-08,Goa,7,7,0,0,82555
2020-07-08,Gujarat,7797,2091,472,0,433864
2020-07-08,Himachal Pradesh,52,35,3,3,93018
2020-07-08,Haryana,675,290,9,0,332504
2020-07-08,Jharkhand,156,78,3,0,164504
2020-07-08,Jammu and Kashmir,836,368,9,0,421571
2020-07-08,Karnataka,794,386,30,1,759181
2020-07-08,Kerala,506,485,4,0,296183
2020-07-08,Ladakh,42,18,0,0,14938
2020-07-08,Maharashtra,20228,3800,779,0,1194565
