,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
228,JK,Jammu and Kashmir,JK_Doda,Doda,2285,906,1346,33,0,14,-15,29,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,2990,287,2674,29,0,33,9,24,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,14514,3534,10777,203,0,252,-63,312,3,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,2140,333,1781,26,0,21,-61,81,1,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,1373,628,736,9,0,49,32,17,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,2297,113,2141,43,0,7,3,4,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,3729,738,2923,68,0,12,-8,20,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,4052,391,3591,70,0,17,-13,30,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,1859,915,928,16,0,17,-10,27,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,2789,775,1978,36,0,35,22,12,1,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,1396,233,1153,10,0,8,-8,16,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,1034,328,700,6,0,11,-4,15,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,1854,697,1135,22,0,22,22,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,2050,160,1858,32,0,9,9,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,15533,1908,13324,301,0,157,-70,225,2,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,2369,461,1887,21,0,27,10,16,1,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,10826,939,9777,110,0,97,-49,145,1,,
271,KA,Karnataka,KA_Ballari,Ballari,32834,2918,29443,473,0,304,66,235,3,,
272,KA,Karnataka,KA_Belagavi,Belagavi,20094,2132,17662,300,0,224,29,195,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,10611,2005,8509,97,0,274,15,259,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,250040,54929,192043,3067,1,4340,1637,2681,22,,
275,KA,Karnataka,KA_Bidar,Bidar,6503,482,5859,158,4,65,44,21,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,4522,1267,3164,80,11,141,133,7,1,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,7976,2014,5875,86,1,128,65,63,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,9476,1868,7484,124,0,227,81,146,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,7802,1243,6521,38,0,122,-171,293,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,24312,5599,18143,568,2,293,-143,434,2,,
281,KA,Karnataka,KA_Davanagere,Davanagere,16701,1419,15039,243,0,106,-75,181,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,17913,2574,14834,505,0,90,-46,135,1,,
283,KA,Karnataka,KA_Gadag,Gadag,9484,651,8701,132,0,110,35,75,0,,
284,KA,Karnataka,KA_Hassan,Hassan,18330,3756,14261,313,0,307,-107,411,3,,
285,KA,Karnataka,KA_Haveri,Haveri,8950,1552,7232,166,0,112,10,101,1,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,17644,2320,15042,282,0,121,62,57,2,,
287,KA,Karnataka,KA_Kodagu,Kodagu,3018,609,2365,44,0,148,106,38,4,,
288,KA,Karnataka,KA_Kolar,Kolar,6118,1176,4852,90,0,165,68,97,0,,
289,KA,Karnataka,KA_Koppal,Koppal,11879,1491,10146,242,0,85,-108,188,5,,
290,KA,Karnataka,KA_Mandya,Mandya,12007,2009,9886,112,0,233,89,142,2,,
291,KA,Karnataka,KA_Mysuru,Mysuru,37328,7737,28781,810,0,1037,709,316,12,,
0,KA,Karnataka,KA_Other State,Other State,36,0,33,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,11863,1505,10221,137,0,124,-70,194,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,5610,905,4657,48,0,182,145,37,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,17414,2758,14349,307,0,279,-29,304,4,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,14394,2736,11398,260,0,245,-105,347,3,,
296,KA,Karnataka,KA_Udupi,Udupi,18020,2145,15721,154,0,231,172,59,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,9827,2683,7029,115,0,84,42,42,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,10148,1038,8942,168,0,152,108,43,1,,
299,KA,Karnataka,KA_Yadgir,Yadgir,8981,1114,7813,54,0,119,78,41,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,16847,5482,11310,47,8,544,-68,608,4,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,22087,10235,11771,73,8,952,545,405,2,,
302,KL,Kerala,KL_Idukki,Idukki,4260,1238,3016,4,2,96,16,80,0,,
303,KL,Kerala,KL_Kannur,Kannur,13525,5868,7599,55,3,555,445,109,1,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,12268,3700,8506,58,4,278,85,193,0,,
305,KL,Kerala,KL_Kollam,Kollam,16929,7501,9364,60,4,866,465,400,1,,
306,KL,Kerala,KL_Kottayam,Kottayam,12305,5026,7256,23,0,474,156,318,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,23142,9423,13637,76,6,1164,762,402,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,26292,6975,19232,79,6,792,71,715,6,,
309,KL,Kerala,KL_Palakkad,Palakkad,14001,5555,8406,39,1,496,278,217,1,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,8918,2546,6365,6,1,315,148,167,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,38600,12493,25817,256,34,1119,231,880,8,,
312,KL,Kerala,KL_Thrissur,Thrissur,16629,7324,9244,56,5,793,533,260,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,4084,1131,2948,5,0,109,12,97,0,,
314,LA,Ladakh,LA_Kargil,Kargil,1705,332,1338,35,0,0,0,0,0,,
315,LA,Ladakh,LA_Leh,Leh,2772,769,1977,26,0,0,0,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,44972,8865,35399,708,0,603,301,295,7,,
370,MH,Maharashtra,MH_Akola,Akola,7662,1035,6392,234,1,73,-40,112,1,,
371,MH,Maharashtra,MH_Amravati,Amravati,14356,2093,11979,284,0,142,-20,156,6,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,37409,10058,26438,913,0,311,116,189,6,,
374,MH,Maharashtra,MH_Beed,Beed,11092,2832,7965,295,0,152,-47,189,10,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,6289,1704,4476,109,0,124,9,113,2,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,8480,2728,5628,124,0,118,86,32,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,11338,4428,6757,153,0,200,-21,221,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,12747,776,11634,335,2,47,-29,74,2,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,2670,700,1954,16,0,54,-55,109,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,7613,2147,5377,89,0,131,-36,159,8,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,3173,616,2496,61,0,18,-48,65,1,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,48831,5428,42127,1276,0,190,-170,352,8,,
382,MH,Maharashtra,MH_Jalna,Jalna,8079,1750,6132,197,0,86,-163,245,4,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,44662,6715,36573,1374,0,255,137,110,8,,
384,MH,Maharashtra,MH_Latur,Latur,18231,3697,14020,514,0,146,48,94,4,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,213652,28108,176017,9108,419,1190,-1205,2347,48,"[Sep 9]After reconciling COVID-19 cases in Mumbai, owing to the removal of duplicates and change of addresses as per the original residence, 239 cases have been removed from the progressive figures.",
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,81742,11683,67872,2177,10,805,-780,1559,26,District administration provides number of persons tested instead of the number of samples tested.,
388,MH,Maharashtra,MH_Nanded,Nanded,16652,5563,10674,415,0,97,-257,351,3,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,5503,715,4665,123,0,17,-100,117,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,80322,16554,62416,1352,0,983,556,419,8,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,13131,3387,9362,382,0,132,-25,155,2,,
0,MH,Maharashtra,MH_Other State,Other State,1656,1081,428,147,0,-7,-10,0,3,,
392,MH,Maharashtra,MH_Palghar,Palghar,38197,6977,30315,905,0,172,150,18,4,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,5729,1483,4045,201,0,86,68,15,3,,
394,MH,Maharashtra,MH_Pune,Pune,303138,58365,238800,5972,1,2515,864,1610,41,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
395,MH,Maharashtra,MH_Raigad,Raigad,53139,7300,44559,1278,2,353,-575,920,8,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,8827,2083,6456,288,0,73,41,28,4,,
397,MH,Maharashtra,MH_Sangli,Sangli,40131,7564,31322,1245,0,489,-59,534,14,,
398,MH,Maharashtra,MH_Satara,Satara,39269,7952,30207,1108,2,630,-117,699,48,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,4131,1024,3004,103,0,26,-108,131,3,,
400,MH,Maharashtra,MH_Solapur,Solapur,37760,6114,30463,1182,1,396,-59,449,6,,
401,MH,Maharashtra,MH_Thane,Thane,193992,29447,159538,5006,1,1607,-1157,2731,33,,
402,MH,Maharashtra,MH_Wardha,Wardha,4871,1698,3091,81,1,132,76,56,0,,
403,MH,Maharashtra,MH_Washim,Washim,4704,721,3889,93,1,97,-67,164,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,9259,1890,7133,236,0,105,-130,230,5,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,121,14,107,0,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,361,33,328,0,0,0,-8,8,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,4421,1618,2753,50,0,126,76,50,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,62,24,38,0,0,1,-3,4,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,573,225,348,0,0,44,42,2,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,47,10,37,0,0,1,1,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,73,36,36,1,0,6,6,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,23,15,8,0,0,2,2,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,835,195,638,2,0,12,2,10,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,69,28,41,0,0,8,8,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,71,11,59,1,0,0,0,0,0,,
0,MN,Manipur,MN_CAPF Personnel,CAPF Personnel,1833,435,1397,1,0,6,6,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,390,329,58,3,0,6,6,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,155,147,4,4,0,3,3,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,631,567,58,6,0,4,4,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,1685,1652,16,17,0,55,55,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,3200,3131,52,17,0,76,75,0,1,,
410,MN,Manipur,MN_Jiribam,Jiribam,177,175,2,0,0,3,3,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,299,271,27,1,0,4,3,0,1,,
412,MN,Manipur,MN_Kamjong,Kamjong,172,155,17,0,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,390,368,19,3,0,6,6,0,0,,
414,MN,Manipur,MN_Noney,Noney,204,186,18,0,0,13,13,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,33,18,15,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,304,283,21,0,0,4,4,0,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,416,383,32,1,0,5,4,0,1,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,120,107,13,0,0,3,3,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,1169,1130,23,16,0,18,18,0,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,356,338,18,0,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,403,28,367,8,0,1,-12,13,0,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,982,43,926,13,0,5,-20,24,1,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,1182,182,991,9,0,20,-14,34,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,506,60,432,14,0,7,4,3,0,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,1250,355,887,8,0,30,13,17,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,1876,173,1682,21,0,13,6,6,1,,
323,MP,Madhya Pradesh,MP_Betul,Betul,1936,388,1502,46,0,27,11,14,2,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,973,48,918,7,0,3,-29,32,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,18365,2100,15863,402,0,202,-38,238,2,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,724,28,671,25,0,6,2,4,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,1297,128,1143,26,0,12,-1,13,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,1505,332,1148,25,0,37,-2,39,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,1771,512,1222,37,0,12,-13,23,2,,
330,MP,Madhya Pradesh,MP_Datia,Datia,1253,149,1087,17,0,6,1,5,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,1566,357,1186,23,0,38,30,7,1,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,2339,296,2010,33,0,17,-48,64,1,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,520,97,423,0,0,5,-21,26,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,783,121,648,14,0,5,-9,14,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,10843,1633,9076,134,0,33,-28,61,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,1004,221,768,15,0,36,22,14,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,1932,488,1404,40,0,52,13,38,1,,
339,MP,Madhya Pradesh,MP_Indore,Indore,25928,4466,20870,592,0,477,-52,522,7,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,10425,1056,9210,159,0,164,-22,183,3,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,1485,269,1202,14,0,8,-25,33,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,1291,131,1145,15,0,20,-5,25,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,1570,136,1397,37,0,16,10,6,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,3437,355,3038,44,0,17,-12,29,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,758,115,636,7,0,24,-9,33,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,1580,166,1397,17,0,4,-10,13,1,,
345,MP,Madhya Pradesh,MP_Morena,Morena,2619,90,2507,22,0,9,-14,23,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,2592,285,2290,17,0,39,-50,88,1,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,2070,243,1795,32,0,18,10,8,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,335,14,320,1,0,1,-2,3,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,696,79,615,2,0,1,-2,3,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,1325,183,1115,27,0,17,-3,20,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,1356,164,1165,27,0,28,17,9,2,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,2068,234,1793,41,0,18,-6,23,1,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,1785,267,1490,28,0,15,-14,29,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,2624,642,1875,107,0,36,-5,38,3,,
355,MP,Madhya Pradesh,MP_Satna,Satna,1617,183,1405,29,0,34,-2,35,1,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,1657,295,1324,38,0,13,-35,46,2,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,1045,188,850,7,0,2,-15,17,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,2051,306,1722,23,0,12,-39,51,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,962,138,810,14,0,12,-6,17,1,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,866,82,779,5,0,8,-7,15,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,2256,262,1971,23,0,27,3,24,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,960,233,722,5,0,31,-3,34,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,941,242,678,21,0,30,9,21,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,847,120,702,25,0,8,-2,10,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,3055,333,2627,95,0,20,-21,40,1,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,666,160,498,8,0,20,-2,21,1,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,1761,196,1530,35,0,24,12,12,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,1380,165,1215,0,0,0,-10,10,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,23,6,17,0,0,2,2,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,5,0,5,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,4,0,4,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,226,12,214,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,78,39,39,0,0,1,1,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,254,71,183,0,0,13,8,5,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,47,12,35,0,0,1,0,1,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,31,0,31,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,11,0,11,0,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,61,24,37,0,0,0,-3,3,0,,
0,NL,Nagaland,NL_Others,Others,46,0,46,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,3334,743,2547,9,35,74,34,40,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,16,0,16,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,2020,358,1655,1,6,48,45,3,0,,
443,NL,Nagaland,NL_Longleng,Longleng,13,1,6,0,6,1,1,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,52,8,44,0,0,0,-2,2,0,,
445,NL,Nagaland,NL_Mon,Mon,410,75,327,2,6,0,-1,1,0,,
446,NL,Nagaland,NL_Peren,Peren,351,0,351,0,0,0,0,0,0,,
447,NL,Nagaland,NL_Phek,Phek,36,2,34,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,113,31,82,0,0,0,-5,5,0,,
449,NL,Nagaland,NL_Wokha,Wokha,36,1,35,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,125,2,120,0,3,0,0,0,0,,
0,OR,Odisha,OR_State Pool,State Pool,5716,1763,3953,0,0,149,-140,289,0,,
0,OR,Odisha,OR_Others,Others,0,0,0,0,0,0,0,0,0,,
451,OR,Odisha,OR_Angul,Angul,4692,1119,3567,6,0,119,-67,186,0,,
452,OR,Odisha,OR_Balangir,Balangir,4686,766,3896,24,0,103,23,80,0,,
453,OR,Odisha,OR_Balasore,Balasore,8008,1187,6783,38,0,122,6,116,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,6768,940,5815,13,0,94,-20,114,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,5490,668,4803,19,0,36,20,16,0,,
455,OR,Odisha,OR_Boudh,Boudh,2020,338,1680,2,0,54,9,44,1,,
457,OR,Odisha,OR_Cuttack,Cuttack,21773,2831,18861,81,0,268,-227,492,3,,
458,OR,Odisha,OR_Deogarh,Deogarh,699,104,595,0,0,21,13,8,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,3979,531,3438,10,0,85,9,75,1,,
460,OR,Odisha,OR_Gajapati,Gajapati,3643,143,3476,24,0,22,-18,40,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,20333,199,19905,229,0,57,-10,67,0,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,5615,755,4847,13,0,80,-64,143,1,,
463,OR,Odisha,OR_Jajpur,Jajpur,8823,1102,7709,12,0,148,-64,212,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,4864,589,4273,2,0,107,-47,154,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,3531,622,2898,11,0,77,-40,117,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,4737,450,4264,23,0,60,-11,71,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,5500,989,4497,14,0,103,-6,107,2,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,4700,713,3974,13,0,101,-17,117,1,,
469,OR,Odisha,OR_Khordha,Khordha,40196,5663,34374,159,0,638,-86,721,3,,
470,OR,Odisha,OR_Koraput,Koraput,6351,500,5840,11,0,45,-29,73,1,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,3815,380,3420,15,0,19,-16,34,1,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,8620,1263,7330,27,0,131,-8,139,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,3907,547,3353,7,0,61,-28,89,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,5058,577,4450,31,0,61,11,50,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,3485,864,2620,1,0,147,29,118,0,,
476,OR,Odisha,OR_Puri,Puri,10593,1416,9115,62,0,140,85,55,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,7621,291,7292,38,0,53,-11,64,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,6411,973,5415,23,0,107,-22,128,1,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,3211,456,2747,8,0,25,-48,73,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,7868,712,7112,44,0,93,-23,116,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,10378,1092,8901,385,0,0,0,0,0,,
486,PB,Punjab,PB_Barnala,Barnala,1855,312,1500,43,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,6089,1436,4534,119,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,2811,343,2422,46,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,1958,168,1703,87,0,0,0,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,2464,486,1938,40,0,0,0,0,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,3832,491,3236,105,0,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,6139,714,5269,156,0,0,0,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,4730,496,4067,167,0,0,0,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,13295,1466,11428,401,0,0,0,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,3416,527,2741,148,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,18333,871,16702,760,0,0,0,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,1626,238,1358,30,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,2284,291,1920,73,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,3826,757,2989,80,0,0,0,0,0,,
500,PB,Punjab,PB_Patiala,Patiala,11779,1068,10378,333,0,0,0,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,2161,472,1610,79,0,0,0,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,10774,1711,8871,192,0,0,0,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,3618,306,3160,152,0,0,0,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,1671,185,1434,52,0,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,2568,551,1973,44,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,1712,308,1334,70,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,2727,602,2080,45,0,53,-15,64,4,"2 case of TN has been transferred,so has been reduced from the total count.",
482,PY,Puducherry,PY_Mahe,Mahe,380,138,242,0,0,62,56,6,0,"1 case of KL have been transferred,so have been reduced from the total count",
483,PY,Puducherry,PY_Puducherry,Puducherry,24269,3888,19929,452,0,207,-122,328,1,"209 cases(204 of TN, 1 of AP and 4 other) have been transferred,so have been reduced from the total count.[July 18]4 cases have transferred to TN and have been reduced from recovered cases.",
484,PY,Puducherry,PY_Yanam,Yanam,1713,159,1512,42,0,15,-6,21,0,"2 cases of AP have been transferred,so have been reduced from the total count",
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,7171,268,6795,108,0,0,0,0,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,11264,381,10840,43,0,0,0,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,1253,109,1123,21,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,1319,99,1197,23,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,2834,151,2653,30,0,0,0,0,0,,
